MS Zoning,Street,Land Contour,Neighborhood,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Foundation,1st Flr SF,Gr Liv Area,Kitchen Qual,Garage Cars,SalePrice
RL,Pave,Lvl,Edwards,1Fam,1Story,9,2007,2008,PConc,1698,1698,Ex,3,320000
RM,Pave,Lvl,Edwards,TwnhsE,SFoyer,6,2005,2006,Wood,1072,1072,TA,2,145500
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1947,2008,CBlock,698,698,TA,0,118000
RL,Pave,HLS,Edwards,1Fam,1Story,4,1959,1959,CBlock,876,876,TA,1,85000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1950,1950,CBlock,1368,1368,TA,1,120000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,4,1945,1950,Slab,1088,1529,TA,1,98000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1922,1950,PConc,864,864,TA,0,99900
RL,Pave,Lvl,Edwards,1Fam,1Story,3,1952,1952,Slab,944,944,Fa,2,82000
RL,Pave,Lvl,Edwards,Duplex,1Story,5,1959,1959,CBlock,1678,1678,TA,0,119900
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1956,1956,CBlock,1560,1560,TA,1,103500
RL,Pave,Lvl,Edwards,1Fam,1Story,4,1956,1956,CBlock,960,960,TA,1,112000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,6,1920,2000,BrkTil,684,1196,Gd,2,110000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1941,1950,CBlock,854,1298,TA,1,122000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1941,1960,CBlock,984,1604,TA,2,117000
RH,Pave,Lvl,SWISU,1Fam,1.5Fin,5,1938,1950,PConc,832,1268,TA,1,160000
RH,Pave,Bnk,SWISU,1Fam,1.5Fin,5,1932,2000,BrkTil,848,1520,TA,1,159434
RL,Pave,Bnk,SWISU,1Fam,1Story,2,1920,1950,CBlock,438,438,Fa,1,60000
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,6,1940,1950,BrkTil,944,1489,TA,1,139500
RL,Pave,Lvl,SWISU,1Fam,2.5Fin,7,1920,1970,BrkTil,1687,3082,TA,2,197000
RL,Pave,Bnk,SWISU,1Fam,2Story,6,1935,1950,BrkTil,647,1242,TA,1,105000
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,4,1928,1950,BrkTil,1328,1981,Gd,2,135000
RL,Pave,Lvl,Crawfor,1Fam,1Story,6,1916,2000,BrkTil,1232,1232,Gd,2,147500
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,6,1925,1990,BrkTil,1160,1608,Gd,1,137450
RL,Pave,Lvl,SWISU,1Fam,2Story,7,1936,2007,PConc,575,1135,Gd,2,155000
RL,Pave,Bnk,Crawfor,1Fam,1.5Fin,6,1928,1950,BrkTil,1172,1913,TA,2,177000
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,7,1928,1950,BrkTil,877,1477,TA,1,145000
RL,Pave,Lvl,Crawfor,1Fam,2Story,7,1918,1990,BrkTil,628,1228,TA,1,137000
RL,Pave,Lvl,Crawfor,1Fam,2Story,7,1926,2004,BrkTil,1276,2080,Gd,1,234000
RL,Pave,HLS,Crawfor,1Fam,1.5Fin,5,1940,1950,CBlock,840,1567,TA,2,205000
RL,Pave,Bnk,Crawfor,1Fam,2Story,6,1942,1950,CBlock,753,1494,Gd,1,177500
RL,Pave,HLS,Crawfor,1Fam,1.5Fin,5,1940,1950,BrkTil,976,1308,TA,1,160000
RL,Pave,HLS,Crawfor,1Fam,1Story,5,1960,1960,CBlock,1273,1273,TA,1,155000
RL,Pave,HLS,Crawfor,1Fam,1Story,5,1921,2006,BrkTil,964,964,TA,2,163500
RL,Pave,Lvl,Crawfor,1Fam,1.5Fin,5,1921,1950,BrkTil,820,1343,TA,1,154900
RL,Pave,HLS,Crawfor,Duplex,2.5Unf,7,1940,1950,BrkTil,1240,2480,TA,2,205000
RL,Pave,Lvl,Crawfor,1Fam,1Story,5,1954,1954,BrkTil,1112,1112,TA,1,144800
RL,Pave,Bnk,Crawfor,1Fam,2Story,7,1941,1950,CBlock,860,1564,Fa,1,174500
RL,Pave,Lvl,Crawfor,1Fam,1Story,6,1960,1960,CBlock,1561,1561,TA,2,193000
RL,Pave,Bnk,Crawfor,1Fam,1.5Fin,5,1949,2005,BrkTil,986,1523,Fa,1,158000
RL,Pave,Lvl,Crawfor,1Fam,1Story,6,1950,2004,CBlock,1152,1152,Gd,1,158500
RL,Pave,Bnk,Crawfor,1Fam,1Story,6,1954,1954,PConc,1906,1906,TA,2,224000
RM,Pave,Lvl,Blueste,Twnhs,2Story,6,1980,1980,CBlock,516,1032,TA,2,115000
RM,Pave,Lvl,Blueste,TwnhsE,2Story,6,1980,1992,CBlock,561,1229,Gd,2,137000
RM,Pave,Lvl,Blueste,Twnhs,2Story,6,1980,1980,CBlock,561,1229,TA,2,121000
RM,Pave,Lvl,Blueste,TwnhsE,2Story,6,1980,1980,CBlock,561,1229,TA,2,124000
RL,Pave,Lvl,Crawfor,1Fam,SLvl,6,1986,1986,CBlock,1182,1982,TA,2,208000
RL,Pave,Bnk,Crawfor,1Fam,1Story,7,1971,2009,CBlock,2365,2365,Ex,2,315000
RL,Pave,Lvl,Crawfor,1Fam,1Story,6,1988,2007,CBlock,1680,1680,Gd,2,222000
RM,Pave,Lvl,IDOTRR,1Fam,2Story,5,1920,1997,CBlock,672,1344,TA,1,147000
RM,Pave,Bnk,IDOTRR,1Fam,2Story,5,1900,1993,BrkTil,928,2168,Gd,2,123000
RM,Pave,Lvl,IDOTRR,1Fam,2Story,5,1920,1950,PConc,596,1192,TA,1,78000
C (all),Pave,Lvl,IDOTRR,1Fam,1.5Fin,3,1915,1982,CBlock,1013,1526,Fa,0,85000
C (all),Pave,Lvl,IDOTRR,1Fam,1Story,4,1925,1950,BrkTil,572,572,TA,1,75000
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2007,2008,PConc,1648,1648,Ex,2,230000
I (all),Grvl,Lvl,IDOTRR,1Fam,1Story,2,1910,1950,CBlock,810,810,TA,1,57625
RL,Pave,Lvl,Mitchel,1Fam,2Story,8,2000,2001,PConc,1040,2052,Gd,3,251000
RL,Pave,Lvl,Mitchel,1Fam,1.5Fin,7,2003,2003,PConc,1518,2149,Gd,2,239686
RL,Pave,Lvl,Mitchel,1Fam,1Story,7,2004,2005,PConc,1710,1710,Gd,2,240000
RL,Pave,Lvl,Mitchel,1Fam,2Story,6,2001,2002,PConc,804,1961,Gd,2,215000
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,6,1977,1977,CBlock,926,926,TA,1,156450
RL,Pave,Bnk,Mitchel,1Fam,SFoyer,6,1977,1977,CBlock,1287,1287,TA,2,173000
RL,Pave,Lvl,Mitchel,Duplex,1.5Fin,5,1977,1977,CBlock,1302,1734,Gd,2,126000
RL,Pave,Lvl,Mitchel,1Fam,SLvl,7,1990,1991,PConc,1217,1217,Gd,2,173000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1991,1991,PConc,1595,1595,TA,2,152000
RL,Pave,Lvl,Timber,1Fam,SLvl,6,1958,1958,CBlock,1344,1344,Gd,2,137500
RL,Pave,Low,Timber,1Fam,1Story,7,1965,1965,CBlock,2036,2036,TA,2,375000
RL,Pave,HLS,Timber,1Fam,1Story,9,2007,2008,PConc,1620,1620,Ex,3,315500
RL,Pave,HLS,Timber,1Fam,2Story,7,2009,2009,PConc,846,1692,Gd,2,224500
RL,Pave,HLS,Timber,1Fam,1Story,9,2008,2008,CBlock,2036,2036,Ex,3,410000
RL,Pave,HLS,Timber,1Fam,1Story,9,2008,2008,PConc,1641,1641,Ex,3,316500
RL,Pave,HLS,Timber,1Fam,1Story,8,2007,2007,PConc,1466,1466,Gd,3,201000
RL,Pave,Lvl,Timber,1Fam,1Story,6,1988,1988,CBlock,1412,1412,Gd,2,175000
RL,Pave,Lvl,Timber,1Fam,2Story,6,1980,2006,PConc,1375,2237,Gd,2,204000
RL,Pave,Lvl,Timber,1Fam,SLvl,7,1987,1989,PConc,1479,1479,Gd,2,213500
RL,Pave,Lvl,Timber,1Fam,1Story,8,2001,2002,PConc,1296,1296,Gd,2,220000
RL,Pave,Lvl,Timber,1Fam,2Story,7,2003,2003,PConc,1072,2014,Gd,2,170000
RL,Pave,Lvl,Timber,1Fam,1Story,9,2006,2006,PConc,1838,1838,Ex,3,315000
RL,Pave,HLS,Timber,1Fam,1Story,9,2007,2007,PConc,1978,1978,Ex,3,425000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1968,1968,CBlock,1008,1008,Gd,1,139500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1960,2006,Slab,1771,1771,TA,2,115000
RM,Pave,Lvl,Mitchel,TwnhsE,1Story,6,1998,1998,PConc,1204,1204,TA,2,162000
RM,Pave,Lvl,Mitchel,TwnhsE,1Story,6,1999,1999,PConc,1224,1224,TA,2,165000
RM,Pave,Lvl,MeadowV,Twnhs,SLvl,4,1973,1973,CBlock,526,988,TA,1,91000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1968,1968,CBlock,874,874,TA,1,130000
RM,Pave,Lvl,MeadowV,Twnhs,SFoyer,4,1970,2002,CBlock,630,630,Gd,1,86000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1969,2000,CBlock,1404,1404,TA,2,160000
RM,Pave,Lvl,MeadowV,TwnhsE,SFoyer,4,1970,1970,CBlock,630,630,TA,1,80000
RM,Pave,Lvl,MeadowV,Twnhs,2Story,4,1970,2008,CBlock,798,1344,TA,0,97000
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,4,1970,1970,CBlock,546,1092,TA,1,88000
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,5,1972,1972,CBlock,796,796,TA,1,131900
RL,Pave,Lvl,Mitchel,1Fam,SLvl,6,1993,1996,CBlock,1091,1091,TA,1,131250
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,5,1978,1978,PConc,1110,1110,Gd,2,165500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1985,1985,CBlock,833,833,TA,0,112000
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,5,1992,1993,PConc,883,883,TA,2,149000
RL,Pave,Lvl,Mitchel,1Fam,1.5Fin,5,1993,1995,Wood,796,1362,TA,2,143000
RL,Pave,Lvl,Mitchel,1Fam,2Story,5,1992,1992,PConc,624,1287,TA,2,130000
RL,Pave,Lvl,Mitchel,1Fam,1Story,6,1977,1977,PConc,1567,1567,Gd,2,196000
RL,Pave,Lvl,Mitchel,1Fam,2Story,5,1969,1969,CBlock,784,1632,TA,2,173000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1958,2002,CBlock,1414,1414,TA,2,176500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1970,1970,CBlock,2117,2117,TA,2,237500
RL,Pave,Lvl,NAmes,1Fam,2Story,6,1969,1969,CBlock,1092,2112,TA,2,206900
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1997,1998,PConc,926,1604,TA,2,187500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1995,1996,PConc,680,1470,TA,2,165000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1998,1998,PConc,926,1604,TA,2,195500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1998,1998,PConc,943,1638,TA,2,192000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1996,1996,PConc,916,1636,TA,2,173000
RL,Pave,Lvl,Gilbert,1Fam,1Story,5,1996,1997,PConc,1384,1384,Gd,2,177900
RL,Pave,HLS,Gilbert,1Fam,2Story,7,1996,1997,PConc,729,1446,TA,2,175000
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,2001,2002,PConc,1593,1593,Ex,2,286000
RL,Pave,Lvl,StoneBr,1Fam,1Story,8,1997,1997,PConc,1682,1682,Gd,2,247900
RL,Pave,HLS,StoneBr,TwnhsE,1Story,8,1993,1993,PConc,1337,1337,Gd,2,180000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,8,1992,1992,PConc,1280,1280,Gd,2,180000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1997,1998,PConc,926,1604,TA,2,181000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1998,1998,PConc,932,1633,TA,2,183000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1995,1996,PConc,773,1658,TA,2,188000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1994,1996,PConc,1086,1895,Gd,2,194500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1991,1991,PConc,851,1709,Gd,2,185000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,8,1988,1989,PConc,1228,1228,Gd,2,189000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,8,1989,1989,PConc,1337,1337,Gd,2,188500
RL,Pave,HLS,StoneBr,1Fam,2Story,8,2005,2005,PConc,1168,2500,Ex,3,355000
RL,Pave,Lvl,StoneBr,1Fam,2Story,9,2005,2007,PConc,1134,2504,Ex,3,325000
RL,Pave,HLS,StoneBr,1Fam,1Story,9,2004,2004,PConc,1884,1884,Ex,3,387000
RL,Pave,Bnk,Gilbert,1Fam,1Story,6,1952,1952,CBlock,1474,1474,TA,2,115000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,9,2007,2007,PConc,1710,1710,Ex,2,334000
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,1950,1950,CBlock,1488,1488,TA,2,133000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1986,1991,CBlock,1236,2093,TA,2,215000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1988,1988,CBlock,1688,1688,Ex,2,226500
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1981,1981,CBlock,1422,1422,Gd,2,175500
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1983,1983,CBlock,1260,1260,TA,2,181900
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1978,1978,CBlock,2064,2064,Gd,2,235000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1979,1979,CBlock,1782,1782,Gd,2,220000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1977,1995,CBlock,1542,2872,TA,2,272000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1976,1976,PConc,1211,1211,Gd,2,161000
RL,Pave,Lvl,NWAmes,1Fam,1Story,5,1977,1977,PConc,1126,1126,Ex,2,175000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1980,1988,CBlock,1277,2044,TA,2,185000
RL,Pave,Lvl,NWAmes,1Fam,2Story,5,1969,1969,CBlock,720,1308,TA,2,146900
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1978,1978,PConc,1420,2840,Gd,4,292500
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1976,1976,CBlock,1523,1523,TA,2,180000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1976,1976,CBlock,1444,1444,TA,2,159900
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1976,1976,CBlock,1098,1964,TA,2,205000
RL,Pave,Lvl,NWAmes,1Fam,1Story,5,1973,2000,CBlock,1178,1178,Gd,2,157000
RL,Pave,Lvl,NWAmes,1Fam,2Story,8,1996,1996,PConc,1236,2340,Gd,3,306000
RL,Pave,Lvl,NAmes,Duplex,2Story,5,1974,1974,CBlock,896,1792,TA,2,133000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1969,1969,CBlock,1054,1054,TA,2,151000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1969,1969,CBlock,936,936,TA,1,111900
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1971,1971,CBlock,864,864,TA,2,123000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1972,1972,CBlock,864,864,TA,2,111250
RH,Pave,Lvl,NAmes,TwnhsE,1Story,6,1998,1999,PConc,1337,1337,Gd,2,181000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,483,987,TA,1,103400
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,483,987,TA,1,100000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1972,1972,CBlock,483,987,TA,1,100500
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1970,1970,CBlock,483,987,TA,1,106000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1971,1971,CBlock,483,987,TA,1,85400
RM,Pave,Lvl,BrDale,TwnhsE,2Story,6,1971,1971,CBlock,483,987,TA,1,89500
RM,Pave,Lvl,BrDale,Twnhs,2Story,5,1972,1972,CBlock,630,1302,TA,1,111750
RL,Pave,Lvl,NPkVill,TwnhsE,1Story,6,1977,1977,CBlock,1069,1069,TA,2,140000
RL,Pave,Lvl,NPkVill,TwnhsE,2Story,6,1975,1975,CBlock,855,1456,TA,2,143000
RL,Pave,Lvl,NPkVill,Twnhs,1Story,7,1977,1977,CBlock,1055,1055,TA,2,148500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1966,1966,CBlock,892,892,TA,1,110000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2008,2008,PConc,1932,1932,Ex,3,394617
RL,Pave,Lvl,NridgHt,1Fam,2Story,10,2007,2008,PConc,1742,2332,Ex,3,426000
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2007,2008,PConc,2084,2084,Ex,3,385000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2008,2008,PConc,1476,2713,Ex,3,446261
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2007,PConc,1582,1582,Gd,3,317500
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2008,PConc,1710,1710,Gd,3,372402
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2007,PConc,2464,2464,Ex,3,417500
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2007,2007,PConc,1950,1950,Ex,3,383000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2006,2006,PConc,1850,2748,Ex,3,390000
RL,Pave,Lvl,NridgHt,1Fam,2Story,10,2005,2006,PConc,1632,2790,Ex,4,460000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2005,2005,PConc,1414,2331,Ex,3,379000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2007,2007,PConc,948,2088,Gd,3,250000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2004,2004,PConc,1170,2332,Ex,3,316000
RL,Pave,HLS,NridgHt,1Fam,1Story,10,2003,2003,PConc,2470,2470,Ex,3,615000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2003,2004,PConc,1572,2668,Ex,3,412500
RL,Pave,Lvl,NridgHt,1Fam,2Story,7,2003,2004,PConc,1006,2046,Gd,3,284000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2003,2004,PConc,1575,1575,Gd,3,284000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2001,2002,PConc,1515,2649,Gd,3,421250
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2003,2003,PConc,1804,2690,Gd,3,370000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2008,2008,PConc,1866,1866,Ex,3,336860
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2008,2008,PConc,1702,1702,Ex,3,367294
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2005,2005,PConc,1367,1367,Gd,2,192000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,8,2003,2004,PConc,1518,1518,Ex,2,274000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2005,2005,PConc,1684,1684,Ex,2,266000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2007,2008,PConc,1800,1800,Ex,3,370967
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,8,2006,2007,PConc,1342,1342,Gd,2,234250
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,8,2006,2007,PConc,1342,1342,Gd,2,219500
RL,Pave,Lvl,NridgHt,Twnhs,2Story,7,2003,2004,PConc,764,1626,Gd,2,155000
RL,Pave,Lvl,NridgHt,Twnhs,2Story,7,2003,2004,PConc,764,1626,Gd,2,154000
RM,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2004,2004,PConc,1358,1358,Gd,2,207000
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2003,2003,PConc,1455,1455,Gd,3,195000
RM,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2004,2004,PConc,1576,1576,Gd,3,219990
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2005,2006,PConc,1504,1504,Gd,2,191000
RL,Pave,Lvl,Blmngtn,1Fam,1Story,7,2007,2007,PConc,1266,1266,Gd,2,159895
RL,Pave,Lvl,Blmngtn,1Fam,1Story,7,2007,2008,PConc,1246,1246,Gd,2,187687
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2004,2004,PConc,813,1515,Gd,2,179000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2004,2004,PConc,864,1593,TA,2,193000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2005,2005,PConc,1166,1166,Gd,2,190000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2005,PConc,728,1456,Gd,2,176000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2002,2003,PConc,840,1720,Gd,2,188000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,847,1986,Gd,2,213000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2007,2008,PConc,1358,1358,Gd,2,217300
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,962,1792,TA,2,186500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2000,2001,PConc,1008,1892,TA,2,226750
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2005,PConc,788,1490,Gd,2,184000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2002,2002,PConc,707,1414,Gd,2,176000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1999,2000,PConc,1037,2322,TA,2,225000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1999,1999,PConc,873,1651,TA,2,185900
RL,Pave,Lvl,NoRidge,1Fam,2.5Unf,8,1997,1997,PConc,1182,2199,Gd,2,284500
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1998,PConc,1470,2630,Gd,3,315000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,2000,2000,PConc,1145,2198,Gd,3,250000
RL,Pave,Lvl,NoRidge,1Fam,2Story,9,2000,2000,PConc,1533,2172,Ex,3,291000
RL,Pave,Lvl,NoRidge,1Fam,1Story,8,1998,1998,PConc,2006,2006,Gd,3,350000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1996,1997,PConc,1064,2125,Gd,2,279500
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1995,1995,PConc,1251,2501,Gd,3,290000
RL,Pave,Lvl,NoRidge,1Fam,1Story,8,1995,1995,PConc,2113,2113,Gd,3,350000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1993,1994,PConc,1325,2418,Gd,3,341000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1993,1994,PConc,1108,2197,Gd,3,287500
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1994,1994,PConc,1223,2127,Gd,2,271000
RL,Pave,Lvl,NoRidge,1Fam,1Story,8,1994,1994,PConc,1987,1987,Gd,2,301500
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2008,PConc,1580,1580,Gd,3,235128
RL,Pave,Lvl,Somerst,1Fam,2Story,6,2007,2007,PConc,894,1933,Gd,3,214000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1574,1574,Gd,3,232000
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2006,2006,PConc,1578,1578,Gd,3,240000
RL,Pave,Lvl,Somerst,1Fam,1Story,9,2008,2008,PConc,1506,1506,Ex,2,264132
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1563,1563,Gd,3,245000
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2008,2008,PConc,1428,1428,Ex,2,227680
RL,Pave,Lvl,Somerst,1Fam,2Story,8,2007,2007,PConc,1341,1861,Gd,3,257000
RL,Pave,Lvl,Somerst,1Fam,2Story,8,2007,2008,PConc,955,1874,Gd,3,297900
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2007,PConc,1460,1460,Gd,2,247000
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2008,PConc,1372,1372,Gd,2,212700
FV,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2008,PConc,1372,1372,Gd,2,250580
FV,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2008,PConc,1428,1428,Gd,2,182000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2005,2005,PConc,866,1768,Gd,2,226700
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2003,2004,PConc,1053,1992,Gd,2,250000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2005,2005,PConc,1026,1958,Gd,3,250000
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2007,2008,PConc,1050,2078,Ex,3,339750
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2007,2007,PConc,822,1665,Gd,2,205950
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1660,1660,Gd,3,256000
FV,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2008,PConc,1218,1218,Gd,2,230348
FV,Pave,Lvl,Somerst,1Fam,2Story,6,2003,2003,PConc,864,1728,Gd,2,207500
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,2004,2005,PConc,1080,1080,Gd,0,141000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,2003,2003,PConc,835,1696,Gd,2,188000
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,2003,2004,PConc,835,1663,Gd,2,192500
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2005,2006,PConc,1175,1175,Gd,0,146000
RL,Pave,Lvl,SawyerW,1Fam,1Story,5,2004,2004,PConc,1114,1114,Gd,2,159000
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2003,2004,PConc,1114,1114,Gd,2,155000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,2004,2004,PConc,798,1640,Gd,2,173000
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,2007,2007,PConc,1162,1162,Gd,2,170000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1995,1995,PConc,754,1609,Gd,2,182000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1993,1994,PConc,886,1680,Gd,2,163000
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,1994,1998,PConc,1679,1679,Gd,2,193500
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,1994,1995,PConc,832,1657,Gd,2,189000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,2001,2001,PConc,827,1677,Gd,2,190500
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,1992,1992,PConc,844,1737,Gd,2,175000
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,1991,1991,CBlock,1294,1294,Gd,2,179200
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1993,1993,PConc,832,1710,Gd,2,187000
RL,Pave,Lvl,SawyerW,TwnhsE,1Story,6,1993,1994,PConc,1617,1617,Gd,2,193000
RL,Pave,Lvl,SawyerW,TwnhsE,1Story,6,1993,1993,PConc,1199,1199,Gd,2,153900
